,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,price,volume_24h,market_cap,total_supply,circulating_supply,timestamp
63,0.10667975146,-3.156335125499,0.132779227293,46.884407763514,3880.223932456645,25435357556.28,465959879813.4906,120085821.83,120085821.83,2024-03-15T00:00:00.000Z
64,0.35621088675,-3.557166851261,-3.848435765835,34.727677194102,3742.197892976595,33506499030.08,449373272428.06696,120082712.16,120082712.16,2024-03-16T00:00:00.000Z
65,-1.020478550271,-5.930041559228,-10.052659335317,24.590625498819,3520.284002694539,20207864383.85,422717711013.5554,120080570.4,120080570.4,2024-03-17T00:00:00.000Z
66,-0.066859872086,3.462822274079,-6.180464614003,29.90472498539,3642.1851812506766,19936222397.23,437351708856.42365,120079481.71,120079481.71,2024-03-18T00:00:00.000Z
67,-0.046760797556,-3.355267595803,-13.429717872183,26.313124480832,3519.9801220850295,21162220223.79,422675313837.18994,120078892.26,120078892.26,2024-03-19T00:00:00.000Z
68,-1.545431841704,-10.270352893565,-20.643187284766,9.619583149168,3158.465741763556,34176814330.74,379260436980.25696,120077426.19,120077426.19,2024-03-20T00:00:00.000Z
69,-0.150261011282,11.332681096971,-12.236635363672,19.438768077985,3516.4045918347115,36603863194.52,422234613303.4221,120075663.16,120075663.16,2024-03-21T00:00:00.000Z
70,0.25672687449,-0.693908183404,-10.005091628835,15.795937210797,3492.0039726103882,22213287385.13,419299978179.06335,120074313.05,120074313.05,2024-03-22T00:00:00.000Z
71,1.495350497847,-4.465411829304,-10.852613636524,12.340781634668,3336.071614137688,20584862086.9,400573821014.881,120073507.81,120073507.81,2024-03-23T00:00:00.000Z
72,-1.469075215839,-0.110710899455,-5.337801816657,12.196014866404,3332.378219247218,13240034536.99,400130080176.40295,120073429.2,120073429.2,2024-03-24T00:00:00.000Z
73,0.354198056331,3.640509483671,-5.17522881237,18.197724733351,3453.693764350705,12111190159.01,414698079995.2908,120073784.27,120073784.27,2024-03-25T00:00:00.000Z
74,-0.597241982207,3.973926270702,2.015945647863,20.003373585115,3590.941008161839,18602258634.58,431179588603.72534,120074261.21,120074261.21,2024-03-26T00:00:00.000Z
75,-0.480296627042,-0.095013175805,13.584551310206,15.260905734706,3587.529141068716,18505676251.04,430769032489.6594,120074016.28,120074016.28,2024-03-27T00:00:00.000Z
76,-0.404867652226,-2.439363557607,-0.466053573295,10.118638094135,3500.01626258296,18752252581.74,420258205445.6213,120073215.07,120073215.07,2024-03-28T00:00:00.000Z
77,-0.166669313582,1.754481619878,1.987953981061,9.788553301206,3561.4234046027045,16417872136.53,427626669365.37085,120071842.29,120071842.29,2024-03-29T00:00:00.000Z
78,-0.288853517912,-1.406187284377,5.253829284237,3.67722790916,3511.3431215443557,12712346710.27,421609544454.9179,120070733.58,120070733.58,2024-03-30T00:00:00.000Z
79,0.014708848032,-0.090110439072,5.275536089439,4.973517034665,3508.179034840198,9389544682.53,421228933238.22833,120070534.9,120070534.9,2024-03-31T00:00:00.000Z
80,0.441349638233,3.936549967897,5.576246891,6.114999936698,3646.280255509984,10500011934.77,437810934730.0388,120070566.18,120070566.18,2024-04-01T00:00:00.000Z
81,-0.002217528972,-3.861619114346,-2.380050459392,2.41316340347,3505.4748002006,16002229167.51,420905248472.4164,120070824.2,120070824.2,2024-04-02T00:00:00.000Z
82,-0.63385150478,-6.479275851414,-8.618291612896,-6.046835852782,3278.345417993798,22077652341.91,393633319695.4249,120070727.61,120070727.61,2024-04-03T00:00:00.000Z
83,-0.237528413602,1.026151711346,-5.372262094571,-8.809168062023,3311.9862156043896,16007076805.97,397667828263.82733,120069288.45,120069288.45,2024-04-04T00:00:00.000Z
84,0.476098857941,0.529466338045,-6.51147899366,-6.433497126617,3329.522067736719,14476676139.65,399769846956.5222,120092709.42,120068237.67,2024-04-05T00:00:00.000Z
85,0.099536723388,-0.314382133603,-5.476208666227,-13.100903636993,3319.054645221373,15214130129.15,398512756045.5997,120068151.52,120068151.52,2024-04-06T00:00:00.000Z
86,-0.711626734441,1.045744684383,-4.40158699317,-13.453021205995,3353.7634827455404,8957090271.6,402681245252.1714,120068468.55,120068468.55,2024-04-07T00:00:00.000Z
